Srno,Company_Name,Bid_Opening_Date,Bid_Closing_Date,Face_Value,Bid_Price_From,Bid_Price_To,Market_Lot,Listing_at,Issue_size,Fresh_issue,Offer_for_sale,Basis_of_Allotment_Date,Initiation_of_refunds,Credit_of_shares_to_demat_account,Listing_date,Listing_day,Listing_year,BSE_script_code,NSE_symbol,Listing_in,ISIN,Qualified_Institutional_Buyers,Non_Institutional_Investors,Retail_Individual_Investors,Total_Subscription,Registrar_Name,Pre_Issue_Share_Holding,Post_Issue_Share_Holding,NSE_Listing_day_open,NSE_Listing_day_low,NSE_Listing_day_high,NSE_Listing_day_last_trade,NSE_Listing_day_volume,NSE_SME_Listing_day_open,NSE_SME_Listing_day_low,NSE_SME_Listing_day_high,NSE_SME_Listing_day_last_trade,NSE_SME_Listing_day_volume,BSE_Listing_day_open,BSE_Listing_day_low,BSE_Listing_day_high,BSE_Listing_day_last_trade,BSE_Listing_day_volume,BSE_SME_Listing_day_open,BSE_SME_Listing_day_low,BSE_SME_Listing_day_high,BSE_SME_Listing_day_last_trade,BSE_SME_Listing_day_volume
48,Idea Cellular Limited ,"Feb 12, 2007","Feb 15, 2007",10,65,75,90,"BSE, NSE","283,333,333 Eq Shares of ₹10 (aggregating up to ₹2,125.00 Cr)",NaN,NaN,NaN,NaN,NaN,"Friday, March 9, 2007",Friday,2007,532822,IDEA,A,INE669E01016,NaN,NaN,NaN,49.51,Bigshare Services Pvt Ltd,NaN,NaN,85.00,84.40,92.00,85.70,174944156,NaN,NaN,NaN,NaN,NaN,92.40,84.00,94.25,85.55,63599473,NaN,NaN,NaN,NaN,NaN
49,SMS Pharmaceuticals Limited ,"Feb 5, 2007","Feb 8, 2007",10,360,380,15,"BSE, NSE","2,577,000 Eq Shares of ₹10 (aggregating up to ₹97.93 Cr)",NaN,NaN,NaN,NaN,NaN,"Wednesday, February 28, 2007",Wednesday,2007,532815,SMSPHARMA,NaN,INE812G01025,NaN,NaN,NaN,2.64,Aarthi Consultants Pvt Ltd.,NaN,NaN,360.00,250.00,388.60,359.25,2919671,NaN,NaN,NaN,NaN,NaN,349.90,285.30,390.00,357.85,3457290,NaN,NaN,NaN,NaN,NaN
50,Lawreshwar Polymers Ltd ,"Feb 5, 2007","Feb 8, 2007",10,16,16,400,BSE,"8,712,500 Eq Shares of ₹10 (aggregating up to ₹13.94 Cr)",NaN,NaN,NaN,NaN,NaN,"Monday, March 19, 2007",Monday,2007,532829,NaN,B1,INE976H01018,NaN,NaN,NaN,NaN,Maheshwari Datamatics Pvt. Ltd,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,15.90,13.55,17.75,14.00,10236661,NaN,NaN,NaN,NaN,NaN
51,C & C Constructions Limited ,"Feb 5, 2007","Feb 9, 2007",10,270,291,20,"BSE, NSE","4,269,451 Eq Shares of ₹10 (aggregating up to ₹124.24 Cr)",NaN,NaN,NaN,NaN,NaN,"Monday, February 26, 2007",Monday,2007,532813,CANDC,B1,INE874H01015,NaN,NaN,NaN,20.25,Bigshare Services Pvt Ltd,NaN,NaN,288.00,229.15,288.00,241.45,4430766,NaN,NaN,NaN,NaN,NaN,350.00,229.15,350.00,239.90,4687908,NaN,NaN,NaN,NaN,NaN
52,Euro Ceramics Limited ,"Feb 7, 2007","Feb 13, 2007",10,150,180,35,"BSE, NSE","5,621,500 Eq Shares of ₹10 (aggregating up to ₹92.75 Cr)",NaN,NaN,NaN,NaN,NaN,"Friday, March 9, 2007",Friday,2007,532823,EUROCERA,B1,INE649H01011,NaN,NaN,NaN,3.02,Link Intime India Private Ltd,NaN,NaN,150.00,115.30,150.00,119.15,1672387,NaN,NaN,NaN,NaN,NaN,151.00,115.25,159.00,118.65,2084520,NaN,NaN,NaN,NaN,NaN
53,Mudra Lifestyle Limited ,"Feb 8, 2007","Feb 14, 2007",10,75,90,70,"BSE, NSE","9,580,000 Eq Shares of ₹10 (aggregating up to ₹86.22 Cr)",NaN,NaN,NaN,NaN,NaN,"Friday, March 9, 2007",Friday,2007,532820,ELAND,B1,INE311H01018,NaN,NaN,NaN,4.59,Bigshare Services Pvt Ltd,NaN,NaN,89.90,62.40,100.00,63.95,5853367,NaN,NaN,NaN,NaN,NaN,94.80,62.05,95.00,63.80,7117696,NaN,NaN,NaN,NaN,NaN
54,Vijayeswari Textiles Limited ,"Feb 8, 2007","Feb 19, 2007",10,100,115,50,BSE,"9,000,000 Eq Shares of ₹10 (aggregating up to ₹90.00 Cr)",NaN,NaN,NaN,NaN,NaN,"Friday, March 9, 2007",Friday,2007,532824,VTXIND,B1,INE119G01025,NaN,NaN,NaN,1.10,Bigshare Services Pvt Ltd,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,90.05,65.00,90.05,68.95,835064,NaN,NaN,NaN,NaN,NaN
55,Oriental Trimex Limited ,"Feb 8, 2007","Feb 14, 2007",10,40,48,125,"BSE, NSE","10,000,000 Eq Shares of ₹10 (aggregating up to ₹48.00 Cr)",NaN,NaN,NaN,NaN,NaN,"Wednesday, March 7, 2007",Wednesday,2007,532817,ORIENTALTL,B1,INE998H01012,NaN,NaN,NaN,1.05,Beetal Financial & Computer Services (P) Limited,NaN,NaN,50.10,28.55,52.50,29.70,7196112,NaN,NaN,NaN,NaN,NaN,42.00,28.20,47.00,29.45,15452631,NaN,NaN,NaN,NaN,NaN
56,Evinix Accessories Limited ,"Feb 12, 2007","Feb 15, 2007",10,100,120,50,"BSE, NSE","3,500,000 Eq Shares of ₹10 (aggregating up to ₹42.00 Cr)",NaN,NaN,NaN,NaN,NaN,"Wednesday, March 7, 2007",Wednesday,2007,532818,EVINIX,B1,INE961H01010,NaN,NaN,NaN,3.70,Beetal Financial & Computer Services (P) Limited,NaN,NaN,120.00,70.20,129.00,74.05,8655266,NaN,NaN,NaN,NaN,NaN,110.00,70.25,128.00,73.75,9192417,NaN,NaN,NaN,NaN,NaN
57,Jagjanani Textiles Limited ,"Feb 15, 2007","Feb 23, 2007",10,25,25,200,BSE,"8,100,000 Eq Shares of ₹10 (aggregating up to ₹20.25 Cr)",NaN,NaN,NaN,NaN,NaN,"Monday, March 19, 2007",Monday,2007,532825,NaN,B1,INE702H01018,NaN,NaN,NaN,NaN,Link Intime India Private Ltd,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,22.40,20.10,24.90,23.15,14475399,NaN,NaN,NaN,NaN,NaN
58,MindTree Consulting Limited ,"Feb 9, 2007","Feb 14, 2007",10,365,425,15,"BSE, NSE","5,593,300 Eq Shares of ₹10 (aggregating up to ₹237.72 Cr)",NaN,NaN,NaN,NaN,NaN,"Wednesday, March 7, 2007",Wednesday,2007,532819,MINDTREE,B1,INE018I01017,NaN,NaN,NaN,103.28,Mondkar Computers Private Limited,NaN,NaN,627.00,576.00,673.75,621.20,12594176,NaN,NaN,NaN,NaN,NaN,599.00,575.20,678.80,620.30,8767427,NaN,NaN,NaN,NaN,NaN
59,Broadcast Initiatives Limited ,"Feb 9, 2007","Feb 14, 2007",10,100,120,50,"BSE, NSE","8,550,000 Eq Shares of ₹10 (aggregating up to ₹102.60 Cr)",NaN,NaN,NaN,NaN,NaN,"Wednesday, March 7, 2007",Wednesday,2007,532816,BROADCAST,B1,INE698H01018,NaN,NaN,NaN,2.76,Link Intime India Private Ltd,NaN,NaN,140.00,67.00,140.00,70.40,11041392,NaN,NaN,NaN,NaN,NaN,117.00,66.60,118.00,69.40,11717137,NaN,NaN,NaN,NaN,NaN
60,Astral Poly Technik Limited ,"Feb 14, 2007","Feb 22, 2007",10,115,115,50,"BSE, NSE","2,971,000 Eq Shares of ₹10 (aggregating up to ₹34.17 Cr)",NaN,NaN,NaN,NaN,NaN,"Tuesday, March 20, 2007",Tuesday,2007,532830,ASTRAL,B1,INE006I01046,NaN,NaN,NaN,NaN,Bigshare Services Pvt Ltd,NaN,NaN,103.00,100.00,113.65,105.35,4826203,NaN,NaN,NaN,NaN,NaN,115.00,100.20,115.00,104.55,5419372,NaN,NaN,NaN,NaN,NaN
61,Indus Fila Limited ,"Feb 12, 2007","Feb 14, 2007",10,170,185,36,"BSE, NSE","4,843,789 Eq Shares of ₹10 (aggregating up to ₹82.34 Cr)",NaN,NaN,NaN,NaN,NaN,"Thursday, March 8, 2007",Thursday,2007,532821,INDUSFILA,B1,INE025I01012,NaN,NaN,NaN,1.43,Datamatics Financial Services Ltd,NaN,NaN,158.90,115.60,158.90,133.85,11022931,NaN,NaN,NaN,NaN,NaN,160.00,117.40,160.00,132.15,12263613,NaN,NaN,NaN,NaN,NaN
62,AMD Metplast Limited ,"Feb 15, 2007","Feb 23, 2007",10,65,75,90,"BSE, NSE","10,166,700 Eq Shares of ₹10 (aggregating up to ₹76.25 Cr)",NaN,NaN,NaN,NaN,NaN,"Monday, March 19, 2007",Monday,2007,532828,AMDIND,B1,INE005I01014,NaN,NaN,NaN,5.32,Bigshare Services Pvt Ltd,NaN,NaN,73.00,70.00,82.65,77.90,15927294,NaN,NaN,NaN,NaN,NaN,65.10,64.65,82.55,78.30,16409794,NaN,NaN,NaN,NaN,NaN
63,Raj Television Network Ltd ,"Feb 14, 2007","Feb 23, 2007",10,221,257,25,"BSE, NSE","3,568,250 Eq Shares of ₹10 (aggregating up to ₹91.70 Cr)",NaN,NaN,NaN,NaN,NaN,"Friday, March 16, 2007",Friday,2007,532826,RAJTV,B1,INE952H01027,NaN,NaN,NaN,3.04,Cameo Corporate Services Limited,NaN,NaN,225.00,207.20,246.65,226.00,9967722,NaN,NaN,NaN,NaN,NaN,275.00,207.10,275.00,225.95,9483843,NaN,NaN,NaN,NaN,NaN
64,Abhishek Mills Ltd ,"Feb 20, 2007","Mar 1, 2007",10,90,100,60,"BSE, NSE","4,100,000 Eq Shares of ₹10 (aggregating up to ₹41.00 Cr)",NaN,NaN,NaN,NaN,NaN,"Monday, March 19, 2007",Monday,2007,532831,ABHISHEK,B1,INE004I01017,NaN,NaN,NaN,1.26,Link Intime India Private Ltd,NaN,NaN,85.15,78.15,100.65,91.25,6599103,NaN,NaN,NaN,NaN,NaN,94.00,79.40,100.45,91.15,9364253,NaN,NaN,NaN,NaN,NaN
65,Page Industries Ltd (Jockey India) ,"Feb 23, 2007","Feb 27, 2007",10,360,395,15,"BSE, NSE","2,804,000 Eq Shares of ₹10 (aggregating up to ₹100.94 Cr)",NaN,NaN,NaN,NaN,NaN,"Friday, March 16, 2007",Friday,2007,532827,PAGEIND,B1,INE761H01022,NaN,NaN,NaN,1.44,Link Intime India Private Ltd,NaN,NaN,329.00,261.10,339.00,271.80,5111102,NaN,NaN,NaN,NaN,NaN,341.90,272.00,341.90,282.10,5110892,NaN,NaN,NaN,NaN,NaN
66,Gremach Infrastructure Ltd ,"Mar 8, 2007","Mar 19, 2007",10,72,86,70,"BSE, NSE","6,860,466 Eq Shares of ₹10 (aggregating up to ₹59.00 Cr)",NaN,NaN,NaN,NaN,NaN,"Wednesday, April 11, 2007",Wednesday,2007,532836,GREMACH,B1,INE391H01010,NaN,NaN,NaN,1.13,Link Intime India Private Ltd,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,92.00,80.70,100.00,83.95,10344625,NaN,NaN,NaN,NaN,NaN
67,ICRA Limited ,"Mar 20, 2007","Mar 23, 2007",10,275,330,20,"BSE, NSE","2,581,100 Eq Shares of ₹10 (aggregating up to ₹85.18 Cr)",NaN,NaN,NaN,NaN,NaN,"Friday, April 13, 2007",Friday,2007,532835,ICRA,B1,INE725G01011,NaN,NaN,NaN,75.04,Link Intime India Private Ltd,NaN,NaN,540.00,540.00,870.00,803.25,19108425,NaN,NaN,NaN,NaN,NaN,525.00,525.00,880.10,797.60,12426046,NaN,NaN,NaN,NaN,NaN
68,Orbit Corporation Limited ,"Mar 20, 2007","Mar 23, 2007",10,108,117,50,"BSE, NSE","9,100,000 Eq Shares of ₹10 (aggregating up to ₹100.10 Cr)",NaN,NaN,NaN,NaN,NaN,"Thursday, April 12, 2007",Thursday,2007,532837,ORBITCORP,B1,INE628H01015,NaN,NaN,NaN,3.85,Link Intime India Private Ltd,NaN,NaN,113.00,110.15,137.60,128.20,14577737,NaN,NaN,NaN,NaN,NaN,90.00,90.00,137.00,127.95,14447677,NaN,NaN,NaN,NaN,NaN
69,Advanta India Limited ,"Mar 26, 2007","Mar 30, 2007",10,600,650,10,"BSE, NSE","3,380,000 Eq Shares of ₹10 (aggregating up to ₹216.32 Cr)",NaN,NaN,NaN,NaN,NaN,"Thursday, April 19, 2007",Thursday,2007,532840,ADVANTA,B1,INE517H01028,NaN,NaN,NaN,3.98,Sharepro Services Private Limited,NaN,NaN,665.00,585.35,"1,000.00",845.50,6836148,NaN,NaN,NaN,NaN,NaN,640.00,591.00,992.90,850.05,5885749,NaN,NaN,NaN,NaN,NaN
70,Hilton Metal Forging Ltd ,"Apr 18, 2007","Apr 24, 2007",10,70,70,175,"BSE, NSE","5,450,000 Eq Shares of ₹10 (aggregating up to ₹38.15 Cr)",NaN,NaN,NaN,NaN,NaN,"Thursday, May 24, 2007",Thursday,2007,532847,HILTON,B1,INE788H01017,NaN,NaN,NaN,NaN,Sharex Dynamic (India) Pvt Ltd,NaN,NaN,73.10,66.05,77.80,67.75,10658727,NaN,NaN,NaN,NaN,NaN,75.00,66.00,80.00,67.60,13249222,NaN,NaN,NaN,NaN,NaN
71,Fortis Healthcare Ltd ,"Apr 16, 2007","Apr 20, 2007",10,92,110,60,"BSE, NSE","45,996,439 Eq Shares of ₹10 (aggregating up to ₹496.76 Cr)",NaN,NaN,NaN,NaN,NaN,"Wednesday, May 9, 2007",Wednesday,2007,532843,FORTIS,B1,INE061F01013,NaN,NaN,NaN,2.78,Link Intime India Private Ltd,NaN,NaN,110.00,98.05,110.00,100.15,22950815,NaN,NaN,NaN,NaN,NaN,105.00,97.90,109.10,100.00,13787704,NaN,NaN,NaN,NaN,NaN
72,Bhagwati Banquets And Hotels Ltd ,"Apr 18, 2007","Apr 25, 2007",10,36,40,175,"BSE, NSE","23,000,000 Eq Shares of ₹10 (aggregating up to ₹92.00 Cr)",NaN,NaN,NaN,NaN,NaN,"Thursday, May 17, 2007",Thursday,2007,532845,TGBHOTELS,B1,INE797H01018,NaN,NaN,NaN,1.83,Link Intime India Private Ltd,NaN,NaN,45.00,30.00,57.35,49.05,36919442,NaN,NaN,NaN,NaN,NaN,46.35,45.35,57.20,50.65,41070604,NaN,NaN,NaN,NaN,NaN
73,MIC Electronics Limited ,"Apr 30, 2007","May 8, 2007",10,129,150,45,"BSE, NSE","5,100,000 Eq Shares of ₹10 (aggregating up to ₹76.50 Cr)",NaN,NaN,NaN,NaN,NaN,"Wednesday, May 30, 2007",Wednesday,2007,532850,MIC,B1,INE287C01029,NaN,NaN,NaN,50.59,Link Intime India Private Ltd,NaN,NaN,262.50,253.00,368.00,338.15,20186521,NaN,NaN,NaN,NaN,NaN,210.25,210.25,367.80,335.65,14524591,NaN,NaN,NaN,NaN,NaN
74,Binani Cement Limited ,"May 7, 2007","May 10, 2007",10,75,85,80,"BSE, NSE","20,500,000 Eq Shares of ₹10 (aggregating up to ₹153.75 Cr)",NaN,NaN,NaN,NaN,NaN,"Monday, May 28, 2007",Monday,2007,532849,BINANICEM,B1,INE042H01019,NaN,NaN,NaN,1.36,Bigshare Services Pvt Ltd,NaN,NaN,73.00,67.30,77.00,69.05,7454087,NaN,NaN,NaN,NaN,NaN,79.00,67.45,79.00,68.65,5762498,NaN,NaN,NaN,NaN,NaN
75,Insecticides India Ltd ,"May 7, 2007","May 11, 2007",10,97,115,60,"BSE, NSE","3,210,000 Eq Shares of ₹10 (aggregating up to ₹36.92 Cr)",NaN,NaN,NaN,NaN,NaN,"Wednesday, May 30, 2007",Wednesday,2007,532851,INSECTICID,B1,INE070I01018,NaN,NaN,NaN,1.97,Alankit Assignments Ltd,NaN,NaN,110.00,101.00,117.00,109.45,5322687,NaN,NaN,NaN,NaN,NaN,105.00,101.15,117.00,109.50,4706660,NaN,NaN,NaN,NaN,NaN
76,Asahi Songwon Colors Ltd ,"May 9, 2007","May 15, 2007",10,90,108,60,BSE,"3,722,222 Eq Shares of ₹10 (aggregating up to ₹33.50 Cr)",NaN,NaN,NaN,NaN,NaN,"Monday, June 4, 2007",Monday,2007,532853,ASAHISONG,B1,INE228I01012,NaN,NaN,NaN,1.85,Link Intime India Private Ltd,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,93.00,87.65,134.70,89.95,6293504,NaN,NaN,NaN,NaN,NaN
77,Glory Polyfilms Ltd ,"May 9, 2007","May 15, 2007",10,48,48,125,"BSE, NSE","8,220,000 Eq Shares of ₹10 (aggregating up to ₹39.46 Cr)",NaN,NaN,NaN,NaN,NaN,"Monday, June 18, 2007",Monday,2007,532857,GLORY,B1,INE408H01012,NaN,NaN,NaN,NaN,Bigshare Services Pvt Ltd,NaN,NaN,48.00,48.00,84.00,62.10,16310713,NaN,NaN,NaN,NaN,NaN,50.00,50.00,84.00,61.85,15692485,NaN,NaN,NaN,NaN,NaN
78,Nitin Fire Protection Industries Ltd ,"May 15, 2007","May 18, 2007",10,171,190,35,"BSE, NSE","3,390,000 Eq Shares of ₹10 (aggregating up to ₹64.41 Cr)",NaN,NaN,NaN,NaN,NaN,"Tuesday, June 5, 2007",Tuesday,2007,532854,NITINFIRE,B1,INE489H01020,NaN,NaN,NaN,48.48,Bigshare Services Pvt Ltd,NaN,NaN,332.50,332.50,517.00,484.85,16874632,NaN,NaN,NaN,NaN,NaN,332.50,332.50,502.70,484.10,12974548,NaN,NaN,NaN,NaN,NaN
79,Time Technoplast Limited ,"May 18, 2007","May 23, 2007",10,290,315,20,"BSE, NSE","3,921,500 Eq Shares of ₹10 (aggregating up to ₹123.53 Cr)",NaN,NaN,NaN,NaN,NaN,"Wednesday, June 13, 2007",Wednesday,2007,532856,TIMETECHNO,B1,INE508G01029,NaN,NaN,NaN,49.55,Link Intime India Private Ltd,NaN,NaN,489.80,420.00,499.00,480.90,18404145,NaN,NaN,NaN,NaN,NaN,415.55,415.55,498.00,480.35,13263698,NaN,NaN,NaN,NaN,NaN
80,Decolight Ceramics Limited ,"May 24, 2007","May 29, 2007",10,45,54,125,"BSE, NSE","8,045,557 Eq Shares of ₹10 (aggregating up to ₹43.45 Cr)",NaN,NaN,NaN,NaN,NaN,"Tuesday, June 19, 2007",Tuesday,2007,532858,DECOLIGHT,B1,INE172I01012,NaN,NaN,NaN,1.53,Bigshare Services Pvt Ltd,NaN,NaN,70.00,43.50,70.00,44.65,15436182,NaN,NaN,NaN,NaN,NaN,57.00,43.50,65.90,44.50,15877464,NaN,NaN,NaN,NaN,NaN
81,DLF Limited ,"Jun 11, 2007","Jun 14, 2007",2,500,550,10,"BSE, NSE","175,000,000 Eq Shares of ₹2 (aggregating up to ₹9,187.50 Cr)",NaN,NaN,NaN,NaN,NaN,"Thursday, July 5, 2007",Thursday,2007,532868,DLF,A,INE271C01023,NaN,NaN,NaN,3.47,KFintech Private Limited,NaN,NaN,526.60,526.60,583.95,569.80,78025942,NaN,NaN,NaN,NaN,NaN,582.00,505.60,714.25,570.05,34222384,NaN,NaN,NaN,NaN,NaN
82,Meghmani Organics Limited ,"Jun 4, 2007","Jun 7, 2007",1,17,19,350,"BSE, NSE","53,684,211 Eq Shares of ₹1 (aggregating up to ₹102.00 Cr)",NaN,NaN,NaN,NaN,NaN,"Thursday, June 28, 2007",Thursday,2007,532865,MEGH,NaN,INE974H01013,NaN,NaN,NaN,23.94,Link Intime India Private Ltd,NaN,NaN,33.25,26.00,33.25,26.60,60929763,NaN,NaN,NaN,NaN,NaN,33.25,26.15,34.00,26.65,47185073,NaN,NaN,NaN,NaN,NaN
83,Nelcast Limited ,"Jun 4, 2007","Jun 8, 2007",10,195,219,30,"BSE, NSE","4,350,000 Eq Shares of ₹10 (aggregating up to ₹95.27 Cr)",NaN,NaN,NaN,NaN,NaN,"Wednesday, June 27, 2007",Wednesday,2007,532864,NELCAST,B1,INE189I01024,NaN,NaN,NaN,7.36,Bigshare Services Pvt Ltd,NaN,NaN,252.00,204.25,274.00,207.35,6711142,NaN,NaN,NaN,NaN,NaN,252.05,203.10,284.70,206.25,6095133,NaN,NaN,NaN,NaN,NaN
84,Roman Tarmat Limited ,"Jun 12, 2007","Jun 19, 2007",10,150,175,40,"BSE, NSE","2,900,000 Eq Shares of ₹10 (aggregating up to ₹50.75 Cr)",NaN,NaN,NaN,NaN,NaN,"Monday, July 9, 2007",Monday,2007,532869,TARMAT,B1,INE924H01018,NaN,NaN,NaN,29.67,Bigshare Services Pvt Ltd,NaN,NaN,306.25,306.25,387.00,319.20,10467430,NaN,NaN,NaN,NaN,NaN,295.00,295.00,376.25,319.85,8189635,NaN,NaN,NaN,NaN,NaN
85,Vishal Retail Ltd ,"Jun 11, 2007","Jun 13, 2007",10,230,270,25,"BSE, NSE","4,074,074 Eq Shares of ₹10 (aggregating up to ₹110.00 Cr)",NaN,NaN,NaN,NaN,NaN,"Wednesday, July 4, 2007",Wednesday,2007,532867,V2RETAIL,B1,INE945H01013,NaN,NaN,NaN,69.08,Link Intime India Private Ltd,NaN,NaN,472.50,472.50,784.40,753.10,19079150,NaN,NaN,NaN,NaN,NaN,472.50,423.25,809.00,752.20,11417790,NaN,NaN,NaN,NaN,NaN
86,Celestial Labs Limited ,"Jun 18, 2007","Jun 22, 2007",10,60,60,90,"BSE, NSE","5,000,000 Eq Shares of ₹10 (aggregating up to ₹30.00 Cr)",NaN,NaN,NaN,NaN,NaN,"Tuesday, July 17, 2007",Tuesday,2007,532871,CELESTIAL,B1,INE221I01017,NaN,NaN,NaN,NaN,KFintech Private Limited,NaN,NaN,75.00,65.50,104.90,67.55,10437211,NaN,NaN,NaN,NaN,NaN,70.00,66.15,75.00,67.20,7787526,NaN,NaN,NaN,NaN,NaN
87,Ankit Metal & Power Ltd ,"Jun 18, 2007","Jun 22, 2007",10,30,36,190,BSE,"11,900,000 Eq Shares of ₹10 (aggregating up to ₹42.84 Cr)",NaN,NaN,NaN,NaN,NaN,"Tuesday, July 10, 2007",Tuesday,2007,532870,ANKITMETAL,B1,INE106I01010,NaN,NaN,NaN,1.58,Link Intime India Private Ltd,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,37.90,36.50,38.40,36.95,17229503,NaN,NaN,NaN,NaN,NaN
88,ICICI Bank Limited FPO (ICICI Bank FPO) Detail,"Jun 19, 2007","Jun 22, 2007",10,885,950,6,"BSE, NSE","94,663,600 Eq Shares of ₹10 (aggregating up to ₹8,750.00 Cr)",NaN,NaN,NaN,NaN,NaN,"Friday, July 6, 2007",Friday,2007,532174,ICICIBANK,NaN,INE090A01021,NaN,NaN,NaN,11.50,KFintech Private Limited,NaN,NaN,"1,000.00",977.15,"1,010.00",981.50,5119543,NaN,NaN,NaN,NaN,NaN,995.00,962.00,995.00,981.55,3252044,NaN,NaN,NaN,NaN,NaN
89,BEML LTD (Bharat Earth Movers Ltd) FPO (BEML ,"Jun 27, 2007","Jul 3, 2007",10,1020,1090,5,"BSE, NSE","4,900,000 Eq Shares of ₹10 (aggregating up to ₹526.75 Cr)",NaN,NaN,NaN,NaN,NaN,"Tuesday, July 17, 2007",Tuesday,2007,500048,BEML,A,INE258A01016,NaN,NaN,NaN,30.65,KFintech Private Limited,NaN,NaN,"1,219.00","1,173.00","1,230.00","1,197.75",755605,NaN,NaN,NaN,NaN,NaN,"1,199.00","1,171.05","1,230.05","1,196.60",348721,NaN,NaN,NaN,NaN,NaN
90,Suryachakra Power Corporation Ltd ,"Jun 25, 2007","Jun 29, 2007",10,17,20,300,BSE,"34,000,000 Eq Shares of ₹10 (aggregating up to ₹68.00 Cr)",NaN,NaN,NaN,NaN,NaN,"Monday, July 23, 2007",Monday,2007,532874,SURYACHAKRA,B1,INE274I01016,NaN,NaN,NaN,2.18,KFintech Private Limited,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,30.00,21.00,30.00,22.35,61015106,NaN,NaN,NaN,NaN,NaN
91,Housing Development and Infrastructure Ltd ,"Jun 28, 2007","Jul 3, 2007",10,430,500,14,"BSE, NSE","29,700,000 Eq Shares of ₹10 (aggregating up to ₹1,485.00 Cr)",NaN,NaN,NaN,NaN,NaN,"Tuesday, July 24, 2007",Tuesday,2007,532873,HDIL,NaN,INE191I01012,NaN,NaN,NaN,6.60,KFintech Private Limited,NaN,NaN,538.60,535.00,575.95,559.35,28590806,NaN,NaN,NaN,NaN,NaN,567.50,473.50,617.50,558.60,15683876,NaN,NaN,NaN,NaN,NaN
92,Everonn Systems India Limited ,"Jul 5, 2007","Jul 11, 2007",10,125,140,50,"BSE, NSE","3,571,430 Eq Shares of ₹10 (aggregating up to ₹50.00 Cr)",NaN,NaN,NaN,NaN,NaN,"Wednesday, August 1, 2007",Wednesday,2007,532876,EVERONN,B1,INE678H01010,NaN,NaN,NaN,131.47,Cameo Corporate Services Limited,NaN,NaN,245.00,245.00,567.00,477.35,10353304,NaN,NaN,NaN,NaN,NaN,245.00,245.00,560.00,478.45,7177641,NaN,NaN,NaN,NaN,NaN
93,Allied Digital Services Limited ,"Jul 2, 2007","Jul 5, 2007",10,170,190,35,"BSE, NSE","4,522,435 Eq Shares of ₹10 (aggregating up to ₹85.93 Cr)",NaN,NaN,NaN,NaN,NaN,"Wednesday, July 25, 2007",Wednesday,2007,532875,ADSL,B1,INE102I01027,NaN,NaN,NaN,60.87,Link Intime India Private Ltd,NaN,NaN,332.50,308.40,370.50,330.15,11231528,NaN,NaN,NaN,NaN,NaN,332.50,309.50,370.50,331.80,8827215,NaN,NaN,NaN,NaN,NaN
94,Omaxe Limited ,"Jul 17, 2007","Jul 20, 2007",10,265,310,20,"BSE, NSE","17,796,520 Eq Shares of ₹10 (aggregating up to ₹551.69 Cr)",NaN,NaN,NaN,NaN,NaN,"Thursday, August 9, 2007",Thursday,2007,532880,OMAXE,A,INE800H01010,NaN,NaN,NaN,68.34,Link Intime India Private Ltd,NaN,NaN,410.00,341.40,448.00,349.35,29443704,NaN,NaN,NaN,NaN,NaN,400.00,341.50,410.00,349.95,12109369,NaN,NaN,NaN,NaN,NaN
95,Alpa Laboratories Limited ,"Jul 12, 2007","Jul 17, 2007",10,62,68,100,"BSE, NSE","9,500,000 Eq Shares of ₹10 (aggregating up to ₹64.60 Cr)",NaN,NaN,NaN,NaN,NaN,"Monday, August 6, 2007",Monday,2007,532878,ALPA,B1,INE385I01010,NaN,NaN,NaN,1.11,Bigshare Services Pvt Ltd,NaN,NaN,61.00,53.75,62.00,55.15,9793868,NaN,NaN,NaN,NaN,NaN,60.00,54.00,65.00,55.60,9064748,NaN,NaN,NaN,NaN,NaN
96,Simplex Projects Limited ,"Jul 10, 2007","Jul 13, 2007",10,170,185,30,"BSE, NSE","3,000,000 Eq Shares of ₹10 (aggregating up to ₹55.50 Cr)",NaN,NaN,NaN,NaN,NaN,"Friday, August 3, 2007",Friday,2007,532877,SIMPLEX,B1,INE898F01018,NaN,NaN,NaN,85.53,Cameo Corporate Services Limited,NaN,NaN,323.75,267.30,323.75,273.70,9817331,NaN,NaN,NaN,NaN,NaN,323.75,266.70,323.75,272.05,6719672,NaN,NaN,NaN,NaN,NaN
